latitude,longitude,rwi,error
8.7222181,1.1535645,-0.559,0.283
6.6755194,1.3952637,-0.305,0.295
10.7577626,0.2307129,-0.205,0.307
8.1136149,0.8898926,-0.595,0.284
6.4135660,1.1535645,-0.245,0.316
8.5049700,1.5270996,-0.120,0.270
7.0245718,0.7800293,-0.263,0.290
9.8498038,0.6481934,-0.525,0.283
10.6282159,0.2746582,-0.112,0.285
6.3043786,1.6809082,-0.013,0.281
6.2388552,1.5710449,0.147,0.347
10.2824911,0.5822754,-0.557,0.295
6.2388552,1.1755371,1.379,0.463
6.5008990,1.4172363,-0.294,0.302
8.7656527,1.2194824,-0.624,0.294
6.6536952,1.5930176,0.012,0.300
7.7001044,0.8679199,-0.559,0.291
9.7848511,0.9558105,-0.418,0.285
9.0695511,1.5710449,-0.315,0.276
7.4605176,1.0217285,-0.592,0.284
10.8009324,0.3405762,-0.804,0.284
7.7654229,0.7800293,-0.791,0.277
10.5418209,0.6701660,-0.547,0.281
9.0044514,1.0656738,-0.794,0.293
10.3257277,0.4504395,-0.139,0.297
9.7631974,1.1096191,0.558,0.476
6.5008990,1.5051270,-0.047,0.316
10.1311167,0.6921387,-0.520,0.285
10.8009324,0.0329590,-0.002,0.280
10.2824911,0.7141113,-0.255,0.282
6.6318701,1.0437012,-0.706,0.275
7.9830776,1.1535645,-0.388,0.285
7.6129974,1.6149902,-0.771,0.275
10.1743738,0.4943848,-0.480,0.283
6.1951683,1.1755371,1.341,0.467
7.4169421,0.9777832,-0.452,0.282
9.2430925,0.5822754,-0.683,0.284
7.4387304,1.4831543,-0.372,0.296
7.5258726,1.0437012,-0.162,0.297
10.4121830,0.4724121,-0.210,0.313
6.5227299,1.0217285,-0.619,0.302
6.8282612,1.1096191,-0.313,0.286
10.6929962,0.6042480,-0.380,0.278
6.2606973,1.5051270,-0.322,0.330
7.4387304,1.2634277,-0.415,0.283
8.2658549,0.9997559,-0.752,0.299
8.6136097,0.9997559,-0.254,0.316
8.8525066,1.5051270,-0.314,0.276
9.1780244,0.6262207,-0.663,0.290
8.3310827,1.3073730,-0.590,0.288
7.3515708,0.7580566,-0.681,0.276
7.2207995,0.8239746,-0.246,0.280
7.5040887,0.5603027,-0.521,0.276
7.9177932,1.1535645,-0.446,0.295
7.5694372,1.1755371,-0.324,0.319
8.8959258,1.5051270,-0.579,0.277
9.4598988,0.8459473,-0.404,0.320
9.6549077,0.6042480,-0.401,0.311
7.8089630,1.1975098,-0.155,0.343
10.1743738,0.4504395,-0.513,0.282
6.8718928,1.2414551,-0.697,0.281
8.9610451,1.4611816,-0.665,0.277
9.6982277,0.7360840,-0.141,0.303
7.3951528,1.3293457,-0.182,0.282
7.5040887,0.9558105,-0.178,0.377
6.9373327,0.9997559,-0.133,0.290
7.1117945,1.4831543,-0.767,0.270
9.1997151,1.1975098,-0.031,0.364
8.2006163,1.2194824,-0.548,0.280
6.7191648,0.9118652,-0.710,0.279
7.0027636,0.8679199,-0.497,0.274
6.8937071,1.1315918,-0.208,0.324
9.8498038,0.8679199,-0.733,0.285
6.8718928,1.2634277,-0.937,0.278
6.2606973,1.7028809,-0.063,0.310
6.3043786,1.6149902,0.057,0.353
7.8089630,0.8239746,-0.549,0.279
6.7409861,0.6921387,-0.513,0.274
7.6129974,0.5822754,-0.406,0.283
10.1094859,1.1096191,-0.241,0.299
6.9155204,1.1755371,0.002,0.447
10.9951198,0.3186035,-0.361,0.284
9.5249141,0.9118652,-0.693,0.284
8.5049700,1.1315918,-0.491,0.280
10.3473437,0.7800293,-0.281,0.284
6.2388552,1.5490723,0.212,0.358
9.6115820,1.0437012,-0.538,0.392
8.1571180,1.5490723,-0.332,0.291
10.8225151,0.3845215,-0.334,0.284
8.7873681,1.2634277,-0.585,0.279
7.1772006,1.1755371,0.055,0.380
9.4815719,0.6262207,-0.302,0.279
10.3041101,0.6262207,-0.438,0.278
7.3733623,1.1315918,-0.332,0.344
9.5899171,0.4943848,-0.325,0.287
8.2658549,1.2414551,-0.292,0.279
10.6929962,0.4504395,-0.399,0.278
7.1335976,1.1315918,0.072,0.365
8.5484296,1.4392090,-0.068,0.274
6.8064439,1.0217285,-0.215,0.281
9.7198857,1.0656738,-0.224,0.284
7.0681852,0.9338379,-0.602,0.275
8.3093413,0.9338379,-0.270,0.285
9.6982277,0.5383301,-0.265,0.282
10.6498109,0.6042480,-0.325,0.279
10.0229482,0.5383301,-0.337,0.292
10.6714043,0.5603027,-0.575,0.277
9.0912484,0.6042480,-0.568,0.293
9.2647792,1.4172363,-0.497,0.293
6.4354006,1.2634277,-0.262,0.393
6.5445599,1.0217285,-0.849,0.282
8.7873681,1.5490723,-0.536,0.276
8.5049700,1.5051270,-0.541,0.295
10.4121830,0.5163574,-0.705,0.283
10.6929962,0.1647949,-0.630,0.290
7.9177932,1.4831543,-0.489,0.270
7.1117945,1.0217285,-0.412,0.278
9.6765684,0.7800293,-0.500,0.286
8.1571180,1.2854004,-0.120,0.277
10.8656756,0.6921387,-0.651,0.284
8.9827489,1.1315918,1.427,0.455
7.7218784,1.4611816,-0.514,0.283
9.4165483,0.7360840,-0.088,0.280
9.7198857,1.3293457,-0.318,0.277
6.9373327,0.6701660,0.292,0.298
8.2875987,1.0656738,-0.494,0.302
8.6570568,1.0656738,-0.622,0.309
8.3310827,1.2854004,-0.519,0.290
8.8307950,1.2854004,-0.245,0.295
7.7654229,1.5051270,-0.288,0.276
9.5465832,0.6262207,-0.175,0.299
6.5227299,1.4172363,-0.613,0.307
9.7631974,1.3073730,-0.043,0.285
10.7145865,0.5822754,-0.479,0.279
6.7628064,1.2854004,-0.536,0.289
9.8930985,0.7800293,-0.257,0.286
9.6115820,0.6921387,-0.526,0.287
9.8930985,0.4284668,-0.086,0.286
10.8872536,0.4724121,-0.639,0.295
9.0044514,1.4831543,-0.479,0.279
7.0463790,1.1315918,-0.535,0.291
9.3948711,1.0656738,-0.420,0.277
7.5040887,1.0876465,-0.595,0.434
10.2176252,0.5383301,-0.536,0.284
9.6982277,1.2194824,-0.402,0.308
7.8524985,1.3952637,-0.424,0.276
10.4770087,0.5603027,-0.177,0.278
6.6100440,1.3732910,-0.047,0.323
7.2861900,1.2634277,-0.380,0.282
6.3043786,1.1096191,-0.048,0.329
10.7577626,0.4064941,0.076,0.293
8.7004990,1.4611816,-0.617,0.306
9.9147437,0.3845215,-0.562,0.288
10.6498109,0.4284668,-0.569,0.281
7.0681852,0.6262207,-0.010,0.274
10.4554016,0.1867676,-0.055,0.301
6.7846256,0.8020020,-0.146,0.388
6.5227299,1.5930176,-0.014,0.293
6.4135660,1.2854004,-0.048,0.311
6.7409861,0.7141113,-0.300,0.276
9.9580298,1.2854004,-0.403,0.305
8.6136097,1.4611816,-0.270,0.294
9.8498038,0.9558105,-0.559,0.283
7.7871935,1.1096191,-0.463,0.296
7.5912178,0.8239746,-0.364,0.301
6.7409861,1.1315918,-0.351,0.297
9.3731925,0.5822754,-0.292,0.283
9.8281543,0.9118652,-0.373,0.289
10.8225151,0.7580566,-0.195,0.282
6.6100440,1.4172363,-0.453,0.332
8.2223637,1.3073730,-0.686,0.276
10.6929962,0.4064941,-0.403,0.280
7.8089630,1.5270996,-0.285,0.273
6.8064439,0.9338379,-0.762,0.284
10.2824911,0.8020020,-0.555,0.281
7.3951528,1.0217285,-0.550,0.280
6.3262180,1.0217285,-0.799,0.335
6.2170122,1.1755371,1.079,0.468
8.2223637,1.4611816,-0.768,0.274
8.8307950,1.4611816,-0.604,0.274
9.7198857,1.2634277,-0.193,0.283
7.3297783,0.9558105,-0.413,0.279
8.2006163,1.2634277,-0.509,0.277
9.7198857,1.2414551,0.057,0.340
8.4615055,1.4172363,-0.183,0.275
7.5258726,1.5710449,-0.766,0.286
9.0478525,1.3732910,-0.629,0.278
7.6129974,0.5603027,-0.565,0.281
8.8090822,0.9338379,-0.584,0.282
10.4986143,0.1428223,-0.279,0.287
6.6318701,1.5930176,-0.453,0.323
9.8930985,1.3293457,-0.283,0.290
8.7004990,1.0217285,-0.363,0.353
10.9951198,0.7360840,-0.436,0.278
6.5227299,1.1535645,-0.126,0.313
10.6498109,0.3625488,-0.366,0.309
8.4397714,1.6149902,-0.062,0.268
7.8089630,0.7141113,0.073,0.291
9.1563324,0.6701660,-0.429,0.303
10.5634219,0.3625488,-0.593,0.284
9.7631974,0.7360840,-0.012,0.277
10.1960002,0.9118652,-0.613,0.282
9.9796707,0.6921387,-0.214,0.282
7.7436512,1.1096191,-0.770,0.281
10.0013102,0.6481934,0.081,0.280
9.8930985,0.5383301,-0.392,0.297
10.3257277,0.4064941,-0.526,0.292
10.6282159,0.4504395,-0.532,0.281
9.6332456,0.3625488,-0.707,0.276
6.8282612,1.1975098,-0.105,0.348
6.3698938,1.0217285,-0.728,0.296
7.3951528,0.8020020,-0.704,0.278
9.7848511,1.2414551,-0.267,0.283
9.1563324,1.4172363,-0.459,0.275
9.3298312,1.0437012,-0.463,0.285
6.3917304,0.8679199,-0.217,0.279
10.9735497,0.0109863,-0.632,0.292
7.1117945,0.7800293,-0.345,0.278
6.3480564,1.5051270,0.380,0.318
8.1353671,0.8898926,-0.326,0.292
6.9809543,1.1096191,-0.400,0.285
8.2441099,0.9777832,-0.434,0.287
10.9088300,0.5603027,-0.580,0.287
7.8089630,1.4611816,0.248,0.277
10.6282159,0.2966309,-0.340,0.281
8.5484296,0.9777832,0.523,0.435
9.6765684,0.6262207,-0.533,0.308
9.1346391,1.1975098,-0.611,0.278
6.9809543,1.0217285,-0.649,0.286
6.8064439,0.7141113,-0.549,0.290
10.7361753,0.7141113,-0.441,0.276
9.7415422,1.2634277,-0.462,0.288
7.3079846,1.1096191,-0.251,0.287
10.4121830,0.6481934,-0.626,0.291
9.9796707,0.8679199,-0.343,0.281
8.9610451,1.2854004,-0.058,0.358
6.2170122,1.5710449,0.617,0.400
6.6100440,1.1535645,-0.766,0.311
7.7436512,1.0876465,-0.491,0.279
6.8064439,0.8239746,-0.605,0.285
6.8282612,1.0656738,-0.398,0.302
6.4572344,1.3952637,0.024,0.290
10.3041101,0.6481934,-0.333,0.294
7.3951528,1.4611816,-0.541,0.275
9.5032437,0.9118652,-0.553,0.285
7.6129974,0.8239746,-0.521,0.294
7.9830776,1.0437012,-0.480,0.287
10.0229482,0.7800293,-0.205,0.274
10.4770087,0.7580566,-0.529,0.297
10.6714043,0.3186035,-0.484,0.287
7.1990006,0.8020020,-0.437,0.282
10.3905714,0.5163574,-0.441,0.300
9.8065034,1.2194824,-0.386,0.300
6.1951683,1.4392090,-0.173,0.400
9.8065034,0.3845215,-0.528,0.282
8.8959258,1.3952637,-0.448,0.276
10.3041101,0.4943848,-0.538,0.300
7.1772006,1.1315918,-0.290,0.285
8.1788678,1.2194824,-0.590,0.294
10.8656756,0.2966309,-0.038,0.299
6.7409861,0.9118652,-0.427,0.280
6.3698938,1.4172363,0.721,0.435
8.2223637,1.1755371,-0.505,0.303
10.8440961,0.3625488,-0.515,0.299
7.1772006,1.0656738,-0.217,0.288
9.4382242,0.7580566,0.081,0.279
6.8937071,0.6262207,0.862,0.418
7.3297783,1.5490723,-0.315,0.275
7.1335976,1.0217285,-0.602,0.277
9.9580298,0.7580566,-0.207,0.280
9.5032437,0.6701660,-0.680,0.297
6.9155204,0.8679199,-0.564,0.283
6.2606973,1.6809082,0.255,0.328
7.1335976,1.1096191,-0.388,0.296
9.5032437,0.3405762,-0.342,0.275
7.0027636,0.8239746,-0.219,0.274
7.2425974,1.2414551,-0.562,0.281
9.8281543,0.5603027,-0.552,0.286
7.4387304,1.3513184,-0.374,0.284
8.0483515,1.0217285,-0.336,0.278
7.7654229,0.7141113,-0.421,0.276
7.2207995,1.1975098,-0.553,0.285
8.7656527,1.2854004,-0.408,0.276
6.5445599,1.6589355,0.256,0.331
6.3043786,1.0656738,0.141,0.279
10.9951198,0.1208496,-0.534,0.304
7.7218784,0.7141113,0.286,0.276
6.9591440,1.3732910,-0.598,0.294
9.1997151,0.8679199,-0.196,0.306
9.9147437,1.0876465,-0.212,0.285
8.4397714,0.9997559,0.298,0.393
6.6973426,0.7580566,-0.554,0.284
7.4605176,0.6262207,-0.668,0.283
9.8714518,1.1975098,-0.106,0.280
10.8872536,0.3845215,-0.353,0.306
7.6783293,0.6042480,-0.586,0.278
6.3698938,1.5930176,0.078,0.299
6.5445599,1.1315918,0.375,0.311
7.0245718,0.7141113,-0.592,0.285
7.6565531,1.5710449,-0.791,0.276
7.5476555,0.8020020,-0.466,0.281
10.9951198,0.8459473,-0.761,0.291
8.2441099,1.1315918,-0.684,0.380
6.8718928,1.3952637,-0.160,0.270
9.0695511,0.6921387,-0.137,0.296
8.5484296,0.5603027,-0.570,0.282
9.3731925,1.2194824,-0.266,0.316
8.7222181,1.1755371,-0.595,0.300
10.4121830,0.7360840,-0.566,0.279
8.3745618,1.6149902,-0.289,0.331
6.8064439,0.7580566,-0.275,0.392
10.0013102,0.8898926,-0.317,0.280
10.7145865,0.0109863,-0.198,0.283
9.1129444,1.4392090,-0.807,0.278
8.2658549,0.8239746,-0.638,0.285
6.3043786,1.7028809,-0.315,0.280
7.7001044,0.6701660,-0.094,0.278
10.3473437,0.3405762,-0.371,0.279
10.6498109,0.5822754,-0.734,0.277
9.5682508,0.7360840,0.726,0.297
8.9176335,1.5490723,-0.028,0.280
9.7848511,0.7580566,-0.001,0.300
10.6066195,0.4284668,-0.404,0.286
8.2658549,0.8459473,-0.389,0.284
9.4382242,0.5383301,-0.313,0.291
8.5918843,0.9777832,-0.514,0.316
6.4354006,1.2414551,-0.113,0.375
6.9373327,0.7360840,-0.572,0.289
8.3745618,1.3732910,-0.324,0.350
7.0027636,1.2194824,-0.758,0.312
9.9147437,0.8459473,-0.409,0.283
6.6100440,1.2854004,-0.795,0.314
6.6318701,1.5490723,-0.035,0.319
9.4815719,1.0876465,-0.272,0.335
7.6129974,0.6481934,-0.480,0.295
8.9176335,1.0437012,-0.554,0.282
10.0662199,1.0217285,-0.566,0.282
8.6136097,1.5270996,-0.259,0.286
8.3528229,1.1975098,-0.328,0.304
9.6332456,0.6481934,-0.520,0.297
6.6973426,0.8898926,-0.646,0.280
11.1029466,-0.0769043,-0.584,0.324
8.5484296,1.2194824,-0.603,0.295
8.0701072,1.0217285,-0.329,0.278
6.5445599,1.6809082,0.013,0.309
9.4815719,0.7800293,-0.412,0.285
7.5912178,0.6921387,-0.277,0.290
6.8500775,0.6042480,-0.175,0.421
8.0701072,1.4172363,-0.547,0.278
9.7198857,1.2194824,-0.763,0.317
10.7577626,0.5822754,-0.403,0.281
7.3951528,1.1096191,-0.442,0.284
9.8714518,0.7360840,-0.295,0.295
9.0695511,1.1096191,-0.560,0.283
9.1780244,0.6701660,-0.600,0.286
7.8960294,1.5490723,-0.574,0.272
10.6714043,0.2746582,-0.560,0.294
8.7004990,0.5383301,-0.838,0.281
7.2207995,0.9777832,-0.496,0.285
9.1780244,1.5270996,-0.673,0.285
7.2207995,0.7800293,0.010,0.409
8.1136149,1.4172363,-0.367,0.290
8.1136149,1.1315918,-0.107,0.351
7.0463790,1.4831543,-0.721,0.272
8.5484296,1.5710449,0.251,0.288
8.3093413,0.9997559,0.121,0.309
8.6787785,1.2414551,-0.661,0.308
7.7436512,1.3513184,-0.671,0.284
6.8500775,0.5603027,0.045,0.306
6.9373327,0.8898926,-0.598,0.304
8.5701576,1.1096191,-0.321,0.298
6.9591440,1.3073730,-0.161,0.292
9.0912484,1.4172363,-0.394,0.293
7.9830776,1.6149902,-0.415,0.273
10.1311167,1.0656738,-0.346,0.297
9.9796707,1.1096191,-0.522,0.281
6.8282612,1.3293457,-0.750,0.288
8.8525066,0.9997559,-0.742,0.281
7.3515708,0.9997559,-0.220,0.277
7.9830776,1.1315918,-0.521,0.286
7.7218784,1.4392090,-0.636,0.301
6.6536952,0.9338379,-0.503,0.286
7.6129974,1.5930176,-0.641,0.274
9.5682508,1.2414551,-0.291,0.332
8.2223637,1.2854004,-0.471,0.277
8.1136149,1.2634277,-0.317,0.277
10.0229482,1.1975098,-0.233,0.299
6.5445599,1.3513184,-0.119,0.338
8.5049700,1.0876465,-0.034,0.282
8.6787785,1.5051270,-0.324,0.282
6.4790672,1.7468262,-0.323,0.287
6.7628064,0.6262207,-0.261,0.273
10.5202184,0.5163574,-0.195,0.278
6.2825384,1.5930176,-0.210,0.330
9.4165483,0.8459473,-0.560,0.288
10.7145865,0.0329590,-0.389,0.283
10.2176252,0.5603027,-0.620,0.282
6.4135660,1.2414551,0.277,0.347
10.7361753,0.2526855,-0.846,0.307
10.4770087,0.5163574,-0.304,0.278
9.8498038,0.5163574,-0.697,0.285
6.4790672,1.2414551,-0.377,0.334
6.3698938,1.2414551,-0.268,0.382
9.9363874,0.6701660,-0.303,0.285
9.7848511,0.7141113,-0.563,0.301
6.3262180,1.0437012,-0.077,0.298
9.9363874,1.1975098,-0.416,0.293
6.7191648,1.0437012,-0.908,0.278
8.7004990,0.4504395,-0.321,0.281
6.9591440,1.5051270,-0.217,0.287
9.9796707,1.2854004,-0.475,0.280
8.3093413,1.2194824,-0.378,0.285
9.5032437,0.4064941,-0.102,0.278
7.5040887,0.7800293,-0.340,0.291
7.0027636,1.2414551,-0.805,0.308
8.4397714,1.5490723,-0.615,0.269
7.5040887,0.5163574,-0.210,0.276
10.6929962,0.4284668,-0.570,0.279
9.5032437,1.2194824,-0.090,0.379
7.8742645,1.3073730,-0.496,0.280
8.3093413,1.0876465,-0.047,0.365
6.8064439,1.0437012,-0.466,0.295
10.7361753,0.4943848,-0.601,0.308
6.8500775,1.4172363,-0.107,0.283
7.6565531,1.4392090,-0.718,0.282
9.8714518,0.9777832,-0.614,0.280
6.2825384,1.6809082,-0.240,0.303
10.6282159,0.7141113,-0.602,0.287
9.7848511,0.5603027,-0.329,0.291
7.8960294,1.1096191,-0.983,0.277
9.3731925,1.1096191,-0.462,0.281
8.0265947,1.1755371,-0.001,0.330
8.0265947,0.6481934,-0.413,0.277
10.6498109,0.1208496,-0.118,0.282
6.9373327,0.8679199,-0.459,0.280
7.3951528,0.9118652,-0.274,0.315
6.1951683,1.2854004,-0.202,0.413
9.9147437,0.9338379,-0.180,0.285
9.4382242,1.3732910,-0.698,0.278
9.4815719,1.2634277,-0.473,0.277
10.6929962,0.3625488,-0.337,0.330
7.0027636,0.6921387,-0.630,0.313
7.6783293,1.3952637,-0.630,0.284
6.3917304,1.6809082,0.134,0.286
9.6115820,1.1755371,-0.059,0.353
10.3257277,0.6701660,-0.602,0.295
9.9796707,0.8898926,-0.618,0.280
7.3515708,1.6149902,-0.031,0.317
10.0445848,0.4504395,0.314,0.288
6.1733235,1.3952637,0.530,0.399
8.7873681,1.1755371,-0.873,0.296
6.6100440,0.9118652,-0.289,0.296
10.9519780,0.4064941,-0.455,0.288
7.6783293,1.1975098,0.203,0.346
9.5249141,0.3186035,-0.386,0.275
9.0044514,1.6149902,-0.736,0.415
9.0695511,1.5490723,-0.661,0.275
10.1743738,0.6262207,-0.155,0.279
6.8937071,0.6042480,-0.388,0.321
10.5202184,0.3405762,-0.115,0.301
6.6100440,1.5051270,0.374,0.406
9.5899171,0.8679199,-0.323,0.283
10.5850215,0.3405762,-0.594,0.293
9.0478525,1.0656738,-0.473,0.308
7.8089630,1.3732910,-0.670,0.281
10.3905714,0.7800293,-0.537,0.281
7.0681852,0.7360840,-0.585,0.280
10.9735497,0.1428223,0.082,0.330
7.7436512,0.6701660,0.300,0.274
7.3079846,0.8239746,-0.242,0.331
9.1563324,0.5383301,-0.397,0.282
7.7001044,1.6149902,-0.534,0.279
7.3079846,1.5930176,-0.461,0.277
8.8959258,1.1535645,-0.515,0.310
6.5227299,1.4392090,-0.389,0.293
8.1788678,1.3293457,-0.663,0.278
7.5040887,0.8679199,-0.101,0.294
9.8714518,0.6701660,-0.308,0.286
7.4823037,0.6262207,-0.334,0.295
7.4387304,0.9118652,-0.330,0.285
7.9613173,1.4611816,-0.306,0.270
9.8065034,0.6042480,0.263,0.296
8.9393399,1.2194824,-0.110,0.283
7.0027636,1.6149902,-0.797,0.296
10.8009324,0.5163574,0.000,0.299
6.6100440,1.6149902,-0.188,0.282
6.7409861,1.2414551,-0.350,0.278
6.5227299,1.1315918,-0.618,0.280
10.0013102,0.7360840,-0.515,0.298
7.0463790,0.9558105,-0.347,0.278
10.4121830,0.4284668,0.180,0.308
10.8225151,0.5163574,-0.424,0.281
9.7848511,1.0217285,-0.588,0.281
10.4337931,0.4724121,-0.378,0.281
6.8500775,0.9997559,-0.124,0.294
6.6318701,0.6921387,-0.503,0.275
7.8524985,1.0656738,-0.600,0.276
7.7001044,0.6481934,-0.308,0.276
10.4337931,0.6481934,-0.808,0.288
9.6332456,1.2634277,-0.145,0.280
7.5694372,0.8020020,-0.665,0.298
7.7436512,1.2194824,-0.415,0.305
10.8656756,0.4724121,-0.416,0.305
7.1117945,1.3293457,-0.537,0.272
9.1563324,1.2194824,-0.573,0.275
10.2176252,0.8020020,-0.576,0.285
9.5032437,1.2854004,-0.402,0.278
8.3310827,1.2194824,-0.643,0.285
8.4397714,1.4831543,-0.861,0.270
7.7871935,1.3732910,-0.457,0.284
10.2392486,0.7141113,-0.380,0.279
10.9304048,0.0329590,-0.498,0.275
7.1335976,1.6369629,-0.169,0.268
7.2425974,1.5490723,-0.550,0.279
7.2643942,1.1096191,-0.335,0.282
10.8656756,-0.0329590,-1.044,0.294
6.1514779,1.2634277,1.083,0.423
7.0681852,0.8459473,-0.658,0.273
10.6282159,-0.0109863,-0.308,0.277
7.5040887,1.5051270,-0.389,0.271
6.8282612,0.8898926,-0.410,0.296
8.1353671,1.1096191,-0.542,0.285
7.4387304,1.0217285,-0.574,0.283
10.8656756,0.6701660,-0.500,0.281
9.1563324,1.0876465,-0.204,0.278
7.7871935,0.7580566,-0.313,0.277
6.3043786,1.2634277,0.423,0.350
7.4605176,0.5163574,-0.649,0.278
10.0445848,0.7360840,-0.014,0.295
6.1951683,1.0656738,-0.471,0.287
7.3297783,0.9777832,-0.305,0.277
8.9827489,1.5710449,-0.778,0.291
10.1094859,0.3845215,-0.185,0.279
8.2658549,1.1755371,-1.050,0.288
8.2658549,0.9777832,-0.327,0.310
7.4387304,1.1755371,-0.274,0.337
7.5476555,1.1315918,0.245,0.357
7.0681852,0.9997559,-0.727,0.279
8.6787785,1.5490723,-0.586,0.276
9.8930985,1.3073730,-0.214,0.276
8.4832384,0.8679199,-0.665,0.287
9.8714518,1.1315918,-0.521,0.343
6.2170122,1.1535645,1.384,0.456
6.5008990,0.9997559,-0.459,0.300
11.0382553,0.2307129,-0.482,0.301
10.7577626,0.3625488,-0.369,0.289
10.0445848,0.6701660,-0.167,0.287
7.2643942,1.0656738,-0.321,0.294
7.7436512,1.3952637,-0.366,0.281
9.4382242,0.7141113,-0.292,0.280
7.3733623,0.9997559,-0.374,0.278
6.5882169,0.9118652,-0.198,0.292
8.9176335,1.0656738,-0.611,0.283
7.1772006,0.8459473,-0.338,0.276
7.0463790,0.7360840,-0.525,0.293
8.1136149,1.2414551,-0.512,0.281
8.3745618,0.8679199,-0.582,0.344
10.9951198,0.4724121,-0.741,0.279
7.0681852,1.3952637,-0.646,0.276
11.0598206,0.2746582,-0.678,0.281
10.8225151,0.2526855,-0.382,0.279
7.4169421,1.3513184,-0.585,0.282
6.2388552,1.1315918,1.298,0.439
7.0027636,0.7580566,-0.457,0.290
10.6929962,0.1208496,-0.103,0.352
6.6318701,0.8898926,-0.686,0.307
7.1117945,0.6042480,0.220,0.352
6.2388552,1.4611816,-0.286,0.332
9.1129444,1.5270996,-0.211,0.289
8.3745618,1.5270996,-0.515,0.268
9.6332456,0.8459473,0.519,0.291
8.8525066,1.6149902,0.135,0.276
6.7846256,1.1755371,0.092,0.377
10.6066195,0.2087402,-0.478,0.280
7.7001044,1.5930176,-0.699,0.293
9.5465832,1.3293457,-0.588,0.300
10.5418209,0.6262207,-0.343,0.278
7.3951528,0.8239746,-0.563,0.280
7.1335976,0.7141113,-0.047,0.392
6.3698938,0.9777832,-0.164,0.362
11.1245072,-0.1208496,-0.324,0.359
7.0681852,0.6481934,-0.475,0.272
7.2643942,0.6701660,0.169,0.274
8.0701072,0.9558105,-0.457,0.291
6.5227299,0.9338379,-0.292,0.293
8.0265947,1.3293457,-0.310,0.277
6.4354006,0.9338379,0.347,0.409
7.6347758,1.6369629,-0.822,0.277
8.1571180,0.6701660,-0.169,0.286
7.0463790,0.9338379,-0.254,0.290
6.4354006,1.1315918,-0.604,0.309
6.7409861,1.6149902,-0.754,0.283
6.4135660,1.5710449,0.175,0.297
8.7656527,1.1535645,-0.369,0.281
7.0681852,1.1096191,-0.592,0.285
9.8281543,0.6481934,-0.105,0.283
6.8064439,1.1755371,-0.324,0.338
8.9610451,1.1975098,-0.287,0.372
8.4397714,1.5270996,-0.567,0.269
6.6973426,1.2194824,-0.610,0.322
6.4790672,0.9118652,-0.474,0.366
10.8009324,-0.0329590,-0.430,0.293
6.2825384,1.2634277,0.245,0.366
6.6973426,0.9558105,-0.716,0.282
6.1951683,1.1975098,1.536,0.464
8.4397714,1.2854004,-0.501,0.286
9.5465832,0.8898926,-0.310,0.299
9.2214045,1.3293457,-0.505,0.275
8.6787785,0.9118652,-0.549,0.287
6.4354006,0.7800293,-0.073,0.273
7.5694372,0.7580566,-0.011,0.293
6.6318701,0.9558105,-0.375,0.298
10.2176252,0.4724121,-0.296,0.311
7.8307313,1.2194824,-0.799,0.300
10.2392486,0.8459473,-0.311,0.285
8.0048367,0.9558105,-0.407,0.297
6.6536952,0.6701660,-0.351,0.272
8.8959258,1.3293457,-0.413,0.284
10.0013102,0.7800293,0.319,0.271
6.6536952,0.9777832,-0.777,0.281
9.6765684,0.5822754,-0.171,0.282
10.0445848,0.9558105,-0.575,0.301
7.9613173,1.2854004,0.007,0.424
10.6498109,0.3405762,-0.258,0.293
8.7656527,1.2634277,-0.393,0.292
7.5912178,0.6042480,0.344,0.472
6.9591440,0.6701660,-0.400,0.284
7.2861900,0.9997559,-0.454,0.276
6.6100440,1.0437012,-0.711,0.293
7.2643942,1.1315918,-0.312,0.306
6.3698938,0.8898926,0.065,0.303
7.7871935,1.1315918,-0.450,0.282
8.1353671,0.6701660,-0.328,0.285
6.3917304,0.8239746,-0.514,0.277
8.7656527,1.5930176,-0.636,0.284
6.3917304,1.7028809,-0.444,0.310
8.6570568,0.4504395,-0.811,0.299
7.0899903,1.5930176,-0.497,0.271
9.6332456,0.9558105,-0.252,0.290
9.5032437,0.7800293,-0.339,0.284
7.5258726,1.1975098,-0.361,0.384
8.2875987,1.1535645,-0.650,0.302
6.3043786,1.0217285,0.501,0.378
10.5634219,0.7360840,-0.327,0.279
6.2170122,1.3732910,-0.543,0.353
7.0463790,0.8679199,-0.481,0.287
8.0265947,1.6149902,-0.504,0.275
10.0662199,0.5383301,-0.596,0.287
10.6714043,-0.0549316,-0.367,0.274
7.2207995,0.9997559,-0.567,0.277
7.5258726,0.9338379,-0.115,0.284
10.8872536,0.3625488,-0.461,0.281
6.6536952,1.4172363,0.526,0.410
6.3480564,1.1975098,-0.514,0.386
6.7846256,0.5822754,-0.451,0.350
6.5445599,1.4392090,-0.599,0.276
7.3079846,1.3513184,-0.511,0.292
7.1990006,0.8459473,-0.493,0.277
9.1346391,1.5051270,-0.370,0.315
9.8498038,0.6262207,-0.400,0.299
9.7415422,0.5603027,-0.128,0.286
6.2170122,1.5930176,0.122,0.417
9.0478525,1.4172363,0.115,0.368
8.5049700,1.3952637,-0.336,0.307
9.0912484,0.5163574,-0.451,0.298
10.8009324,0.1208496,-0.225,0.282
8.5484296,1.2854004,-0.380,0.292
9.6332456,0.8679199,0.474,0.336
7.4823037,0.9997559,-0.225,0.288
